"time","event","gene_id","strand","F_ES","F_EE","S_ES","S_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
25,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822692,55822722,55822782,"44,63,50","0,38,2","85,143,26","1,0,0",2.90621881391111e-05,-0.105
25,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822662,55822752,55822842,"105,110,116","3,0,1","163,139,114","1,37,27",3.00200928930375e-08,0.104
25,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822692,55822752,55822842,"105,110,116","0,1,2","163,139,114","1,36,26",1.27340904025156e-08,0.104
25,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822362,55822752,55822782,"44,63,49","0,28,0","83,142,25","0,0,0",0.000295620691473684,-0.104
25,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822392,55822722,55822782,"44,63,50","0,28,0","85,143,26","0,0,0",0.000291453871845213,-0.104
25,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822662,55822722,55822782,"44,63,50","3,37,1","85,143,26","1,1,1",1.38024215879878e-05,-0.104
25,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822362,55822755,55822782,"44,63,49","0,28,0","83,142,25","0,0,0",0.000284127306263472,-0.103
25,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822662,55822755,55822842,"103,110,115","3,0,1","163,139,114","1,37,27",3.04568566547695e-08,0.102
25,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822692,55822755,55822842,"103,110,115","0,1,2","163,139,114","1,36,26",1.27340904025156e-08,0.102
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822362,55822362,55822422,"1,4,1","0,0,0","6,4,2","20,18,4",3.66962561208243e-07,0.681
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822212,55822392,"0,0,2","3,2,0","21,18,4","0,0,0",3.06550503295895e-05,-0.667
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822299,55822392,"0,0,2","3,2,0","2,3,3","0,0,0",8.58559264142171e-05,-0.667
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822422,55822722,"3,1,4","226,12,9","15,5,22","5,3,1",5.66657831771152e-13,-0.645
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822242,55822362,"1,0,2","3,2,0","1,2,4","0,0,0",0.000686208712024419,-0.605
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822362,55822422,55822722,"3,1,4","229,2,1","15,5,22","2,1,1",9.96764955796923e-06,-0.509
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822299,55822422,55822482,55822692,"4,6,1","1,1,4","1,0,1","7,6,4",0.000645380928434966,0.505
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822422,55822482,55822692,"4,6,1","1,1,18","1,0,1","32,27,5",0.00050137772187712,0.504
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822392,55822422,55822722,"3,1,4","32,13,8","15,5,22","4,3,16",1.12547057548379e-05,-0.501
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822482,55822722,"3,4,4","226,12,9","7,5,6","5,3,1",1.28599819612258e-06,-0.498
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822143,55822149,55822212,55822424,"1,0,0","4,4,7","19,16,0","9,0,1",0.000328734159562623,-0.469
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822143,55822362,55822362,55822422,"1,4,1","0,0,0","6,4,2","10,2,4",3.71225075057408e-06,0.461
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822422,55822662,"0,2,1","226,12,9","10,0,19","5,3,1",2.13859471171971e-05,-0.458
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822482,55822602,"1,15,4","226,12,9","10,7,6","5,3,1",0.000321508196844102,-0.454
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822392,55822422,55822722,"3,1,4","5,2,1","15,5,22","0,2,0",0.000834325558657733,-0.417
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822422,55822722,"3,1,4","3,32,0","15,5,22","1,1,0",0.000834325558657733,-0.414
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822422,55822422,55822662,"0,2,1","1,74,18","10,0,19","13,11,5",0.000752662436325937,-0.383
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822482,55822482,55822722,"3,4,4","233,15,8","7,5,6","11,2,6",0.000210546320840994,-0.349
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822422,55822422,55822722,"3,1,4","227,1,19","15,5,22","14,11,6",9.41081230979022e-05,-0.309
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822362,55822422,55822662,"0,2,1","3,32,0","10,0,19","1,1,0",0.000549264972344311,-0.284
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822149,55822212,55822424,"1,0,0","28,21,29","19,16,0","15,15,14",2.43935876091912e-06,-0.272
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822149,55822212,55822394,"2,0,0","28,21,29","19,16,0","15,15,14",8.44960245622381e-06,-0.265
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822362,55822422,55822662,"0,2,1","229,2,1","10,0,19","2,1,1",0.000331885908301595,-0.261
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822182,55822392,55822422,55822662,"0,2,1","14,49,25","10,0,19","15,37,38",0.000805062362612775,-0.219
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822422,55822842,"239,496,273","226,12,9","272,255,267","5,3,1",0.000230973485328899,-0.169
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822482,55822842,"239,499,273","226,12,9","264,255,251","5,3,1",0.000282147314962078,-0.169
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822692,55822719,55822782,"33,116,56","5,98,1","100,82,55","1,8,0",0.000924407976986245,-0.138
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822692,55822722,55822782,"33,116,56","5,98,1","100,81,74","1,8,0",0.000519715322221968,-0.136
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822422,55822482,55822602,"88,254,73","4,2,2","91,80,86","24,26,5",1.48277354839082e-09,0.133
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822362,55822482,55822602,"88,254,73","0,0,0","91,80,86","20,18,4",5.94990723356392e-12,0.125
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822692,55822755,55822782,"33,113,56","5,98,1","100,81,55","1,8,0",0.000321508196844102,-0.123
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822422,55822812,55822842,"76,154,90","1,1,18","56,69,83","32,27,5",5.7394493703776e-05,0.121
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822542,55822812,55822842,"76,154,90","8,19,10","56,69,83","32,33,11",0.000602321195195055,0.121
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822422,55822782,55822842,"81,176,89","1,1,18","62,77,101","32,27,5",0.00022364829652586,0.12
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822482,55822602,"88,254,73","0,0,2","91,80,86","21,18,4",4.58992843732779e-11,0.119
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822482,55822482,55822782,"39,125,59","7,45,7","100,90,61","10,2,5",0.000805062362612775,-0.111
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822149,55822149,55822305,"229,0,2","289,683,472","1,0,3","456,430,354",0.000562222835114893,0.108
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822149,55822149,55822394,"228,0,1","289,683,472","1,0,1","456,430,354",0.000562222835114893,0.108
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822692,55822782,55822842,"81,176,89","53,3,1","62,77,101","1,0,0",0.000282147314962078,-0.108
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822116,55822149,55822149,55822424,"227,0,1","289,683,472","1,0,1","456,430,354",0.000556321266099979,0.107
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822662,55822782,55822842,"81,176,89","0,2,1","62,77,101","21,16,2",1.56998654760288e-08,0.106
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822662,55822812,55822842,"76,154,90","0,2,1","56,69,83","21,16,2",8.2158302383388e-09,0.102
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822422,55822782,"39,122,59","0,42,8","108,90,77","4,3,0",8.04973518618644e-05,-0.102
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822692,55822812,55822842,"76,154,90","53,3,1","56,69,83","1,0,0",0.00027801546053012,-0.101
30,"MXE","lnc_RNA:Solyc04r022210.1","-",55822215,55822392,55822482,55822782,"39,125,59","0,42,8","100,90,61","4,3,0",0.000192060813943852,-0.1
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822455,55822662,"1,1,0","74,2,22","40,2,25","1,3,0",9.34659756997633e-13,-0.677
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822335,55822422,55822455,55822662,"1,1,0","1,5,23","40,2,25","15,0,4",1.06801804963814e-07,-0.644
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822272,55822422,"5,7,22","1,0,0","1,3,0","1,2,3",1.3538902132251e-05,0.632
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822362,55822455,55822662,"1,1,0","2,1,2","40,2,25","2,1,0",3.2194323744745e-05,-0.602
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822455,55822692,"3,2,2","74,2,22","45,1,25","1,3,0",2.27085289906773e-06,-0.535
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822455,55822722,"3,8,6","74,2,22","46,3,27","1,3,0",6.68727848180027e-05,-0.475
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822455,55822662,"1,1,0","75,0,3","40,2,25","0,3,0",1.36869856041996e-05,-0.462
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822569,55822575,55822602,"84,38,24","0,0,302","25,38,39","125,196,131",0.000936400511706194,0.428
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822272,55822692,"3,7,2","1,0,0","5,1,3","1,2,3",0.000380446009552628,0.427
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822482,55822575,55822602,"84,38,24","0,0,303","25,38,39","126,191,132",0.000959631018486366,0.427
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822509,55822575,55822602,"84,38,24","0,0,302","25,38,39","125,192,131",0.000959631018486366,0.427
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822542,55822575,55822602,"84,38,24","0,0,304","25,38,39","125,191,131",0.000986337483844744,0.426
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822515,55822662,"81,72,138","0,0,301","95,130,85","126,191,129",0.000540944514756467,0.421
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822515,55822692,"84,73,140","0,0,301","100,129,86","126,191,129",0.000534648966202323,0.419
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822515,55822722,"84,79,144","0,0,301","101,131,88","126,191,129",0.000476035523250586,0.417
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822182,55822392,55822692,"3,8,2","1,0,0","6,1,3","1,2,3",0.000534648966202323,0.416
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822515,55822662,"81,72,138","0,0,301","95,130,85","125,191,129",0.000462912499868892,0.398
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822515,55822692,"84,73,140","0,0,301","100,129,86","125,191,129",0.000452598036245117,0.396
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822515,55822602,"74,68,139","0,0,301","92,128,77","126,191,129",0.000380446009552628,0.395
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822575,55822782,"62,128,128","0,0,301","109,140,93","126,191,129",0.000765860531317959,0.395
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822515,55822722,"84,79,144","0,0,301","101,131,88","125,191,129",0.000389950301220801,0.394
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822755,55822842,"76,110,136","0,0,301","113,76,105","126,191,129",0.000273938415082478,0.39
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822515,55822602,"74,68,139","0,0,301","92,128,77","125,191,129",0.000300816172951781,0.372
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822575,55822782,"62,128,128","0,0,301","109,140,93","125,191,129",0.000664350842307404,0.371
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822755,55822842,"76,110,136","0,0,301","113,76,105","125,191,129",0.000218538612249933,0.367
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822515,55822542,"65,64,123","0,0,301","85,109,71","126,191,129",0.000274916272547733,0.364
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822455,55822602,"13,56,45","74,2,22","61,25,63","1,3,0",0.000300034841601401,-0.363
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822515,55822542,"64,64,128","0,2,302","86,109,71","126,190,135",0.000839770187345587,0.36
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822815,55822842,"74,108,134","0,0,301","100,76,113","126,191,129",0.000159478386076666,0.346
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822515,55822602,"74,68,139","1,1,303","92,128,77","126,192,130",0.000959631018486366,0.345
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822635,55822782,"88,116,127","0,0,301","152,139,93","125,191,129",0.000931828166428829,0.343
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822755,55822842,"76,110,136","1,1,303","113,76,105","126,192,130",0.000689438571343971,0.342
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822515,55822542,"64,64,128","1,1,308","86,109,71","130,195,132",0.000695013702612906,0.339
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822515,55822542,"65,64,123","0,0,301","85,109,71","125,191,129",0.000204535444180897,0.339
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822392,55822455,55822662,"1,1,0","47,130,22","40,2,25","21,42,42",2.1594402392234e-07,-0.331
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822662,55822755,55822842,"76,110,136","1,1,302","113,76,105","125,193,134",0.000498407899940368,0.328
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822515,55822602,"166,122,169","0,2,302","122,184,115","126,190,135",0.000457832852844322,0.323
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822815,55822842,"74,108,134","0,0,301","100,76,113","125,191,129",0.000121756852515349,0.323
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822362,55822455,55822662,"1,1,0","45,130,18","40,2,25","20,36,40",1.16920577997124e-07,-0.321
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822755,55822782,"55,97,117","0,0,301","91,132,88","126,191,129",0.000534648966202323,0.321
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822515,55822542,"65,64,123","1,1,303","85,109,71","126,192,130",0.000601209240269012,0.314
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822482,55822515,55822569,"68,68,134","0,0,303","89,125,77","126,191,132",0.000144282285034299,0.311
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822509,55822515,55822569,"68,68,134","0,0,302","89,125,77","125,192,131",0.000144282285034299,0.31
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822722,55822782,"81,99,123","0,0,301","120,173,89","126,191,129",0.000893946308044049,0.309
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822482,55822515,55822542,"64,64,128","0,0,303","86,109,71","126,191,132",8.9632798968664e-05,0.304
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822509,55822515,55822542,"64,64,128","0,0,302","86,109,71","125,192,131",8.9632798968664e-05,0.304
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822515,55822602,"166,122,169","1,1,308","122,184,115","130,195,132",0.00034663220080897,0.302
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822815,55822842,"74,108,134","1,1,303","100,76,113","126,192,130",0.000345615632622179,0.3
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822755,55822782,"55,97,117","0,0,301","91,132,88","125,191,129",0.000433036198076841,0.297
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822722,55822842,"149,148,214","0,0,301","206,164,177","126,191,129",0.00029257888325776,0.296
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822392,55822455,55822692,"3,2,2","47,130,22","45,1,25","21,42,42",0.000383116712668886,-0.294
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822515,55822782,"143,199,266","0,0,301","204,268,176","126,191,129",0.000157776992363399,0.291
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822362,55822455,55822692,"3,2,2","45,130,18","45,1,25","20,36,40",0.000218538612249933,-0.284
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822722,55822782,"81,99,123","0,0,301","120,173,89","125,191,129",0.000740567045236983,0.284
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822662,55822815,55822842,"74,108,134","1,1,302","100,76,113","125,193,134",0.000218538612249933,0.284
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822113,55822182,55822392,55822482,"0,1,1","1,0,0","1,0,1","0,2,5",0.000462912499868892,0.282
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822692,55822815,55822842,"74,108,134","3,2,304","100,76,113","130,192,134",0.000774256395104123,0.279
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822722,55822842,"149,148,214","0,0,301","206,164,177","125,191,129",0.000218538612249933,0.272
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822515,55822782,"143,199,266","0,0,301","204,268,176","125,191,129",0.000108818910010965,0.268
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822482,55822515,55822602,"166,122,169","0,0,303","122,184,115","126,191,132",4.38608922771747e-05,0.263
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822509,55822515,55822602,"166,122,169","0,0,302","122,184,115","125,192,131",4.38608922771747e-05,0.263
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822662,55822755,55822782,"55,97,117","1,1,302","91,132,88","125,193,134",0.000868600675384732,0.254
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822722,55822842,"149,148,214","1,1,303","206,164,177","126,192,130",0.000554373737038889,0.249
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822515,55822782,"143,199,266","1,1,303","204,268,176","126,192,130",0.000282826011083011,0.244
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822662,55822722,55822842,"149,148,214","1,1,302","206,164,177","125,193,134",0.000380446009552628,0.234
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822455,55822782,"62,128,128","74,2,22","149,140,115","1,3,0",6.44820687842774e-06,-0.226
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822575,55822782,"62,128,128","74,2,22","109,140,93","1,3,0",1.65007730852436e-05,-0.225
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822515,55822662,"81,72,138","74,2,22","95,130,85","1,3,0",2.27085289906773e-06,-0.203
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822455,55822602,"396,325,308","0,2,302","405,283,299","126,190,135",0.000386820255485234,0.2
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822515,55822692,"84,73,140","74,2,22","100,129,86","1,3,0",1.85550507785116e-06,-0.199
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822515,55822722,"84,79,144","74,2,22","101,131,88","1,3,0",2.31765204349653e-06,-0.198
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822635,55822782,"88,116,127","74,2,22","152,139,93","1,3,0",7.70751933654203e-07,-0.197
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822515,55822602,"74,68,139","74,2,22","92,128,77","1,3,0",1.32566213605306e-06,-0.183
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822575,55822842,"374,355,417","0,0,301","468,322,402","126,191,129",6.76874545286584e-05,0.183
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822455,55822602,"396,325,308","1,1,308","405,283,299","130,195,132",0.000220520219709658,0.181
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822755,55822782,"55,97,117","74,2,22","91,132,88","1,3,0",1.65723181678023e-06,-0.179
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822635,55822842,"406,355,417","0,0,301","521,322,402","126,191,129",9.12761992343171e-05,0.176
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822755,55822842,"76,110,136","74,2,22","113,76,105","1,3,0",4.01795590425332e-06,-0.175
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822362,55822455,55822842,"374,355,417","0,0,301","508,322,424","126,191,129",0.000110117016206462,0.174
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822722,55822782,"81,99,123","74,2,22","120,173,89","1,3,0",8.98743002352426e-08,-0.166
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822515,55822542,"65,64,123","74,2,22","85,109,71","1,3,0",6.58495468627407e-07,-0.164
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822575,55822842,"374,355,417","0,0,301","468,322,402","125,191,129",4.10546087451098e-05,0.164
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822635,55822842,"406,355,417","0,0,301","521,322,402","125,191,129",5.69108069551109e-05,0.157
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822392,55822455,55822842,"374,355,417","0,0,301","508,322,424","125,191,129",6.93454654512987e-05,0.155
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822575,55822842,"374,355,417","1,1,303","468,322,402","126,192,130",6.34266863066699e-05,0.148
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822815,55822842,"74,108,134","74,2,22","100,76,113","1,3,0",9.031729557939e-07,-0.147
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822635,55822842,"406,355,417","1,1,303","521,322,402","126,192,130",8.31425348939951e-05,0.141
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822305,55822422,55822455,55822842,"374,355,417","1,1,303","508,322,424","126,192,130",0.000108818910010965,0.139
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822515,55822782,"143,199,266","74,2,22","204,268,176","1,3,0",9.02011013231968e-08,-0.137
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822722,55822782,"81,99,123","75,0,3","120,173,89","0,3,0",0.000735011855257818,-0.133
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822422,55822722,55822842,"149,148,214","74,2,22","206,164,177","1,3,0",1.18222236786512e-08,-0.129
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822662,55822755,55822842,"76,110,136","1,1,0","113,76,105","40,2,25",2.09297024156594e-11,0.127
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822542,55822575,55822602,"84,38,24","69,0,2","25,38,39","0,0,0",2.37148082022533e-05,-0.125
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822422,55822455,55822662,"1,1,0","174,320,123","40,2,25","84,551,473",1.01003805581747e-05,-0.122
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822275,55822422,55822455,55822692,"3,2,2","174,320,123","45,1,25","84,551,473",0.00040809374275936,-0.12
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822692,55822755,55822842,"76,110,136","3,2,2","113,76,105","45,1,25",9.02011013231968e-08,0.118
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822515,55822782,"143,199,266","75,0,3","204,268,176","0,3,0",0.000534648966202323,-0.115
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822662,55822722,55822782,"81,99,123","1,1,0","120,173,89","40,2,25",1.0908116632175e-09,0.115
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822662,55822755,55822782,"55,97,117","1,1,0","91,132,88","40,2,25",8.40804339730569e-10,0.114
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822692,55822722,55822782,"81,99,123","3,2,2","120,173,89","45,1,25",8.9291051175172e-07,0.109
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822722,55822755,55822842,"76,110,136","3,8,6","113,76,105","46,3,27",8.14763161273891e-05,0.108
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822692,55822755,55822782,"55,97,117","3,2,2","91,132,88","45,1,25",6.6212948628417e-07,0.107
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822482,55822575,55822602,"84,38,24","69,0,1","25,38,39","1,0,1",0.000478341027764956,-0.104
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822509,55822575,55822602,"84,38,24","69,0,0","25,38,39","0,1,0",0.000526763387765475,-0.104
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822392,55822722,55822842,"149,148,214","75,0,3","206,164,177","0,3,0",0.000159478386076666,-0.103
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822242,55822722,55822722,55822842,"149,148,214","72,8,6","206,164,177","6,3,5",0.000540944514756467,-0.103
40,"MXE","lnc_RNA:Solyc04r022210.1","-",55822455,55822662,55822815,55822842,"74,108,134","1,1,0","100,76,113","40,2,25",1.54218859904925e-11,0.103
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822455,55822542,"0,6,1","2,0,0","0,0,0","382,2,20",0.000458885005294679,0.667
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822212,55822392,55822455,55822542,"0,6,1","2,0,0","0,0,0","6,3,18",0.000458885005294679,0.667
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822272,55822392,55822455,55822542,"0,6,1","1,0,0","0,0,0","2,2,2",6.80513038783714e-05,0.667
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822146,55822392,55822392,55822422,"2,2,0","12,110,3","5,2,6","11,0,3",1.79780284124578e-05,-0.651
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822542,55822722,"6,2,8","2,0,0","5,10,4","382,2,20",2.62746123976905e-05,0.579
50,"MXE","lnc_RNA:Solyc04r022210.1","-",55822149,55822392,55822392,55822722,"4,3,8","2,0,0","5,10,4","382,2,20",4.94251137310366e-05,0.551
