"time","event","gene_id","strand","l_ES","l_EE","s_ES","s_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
20,"A3SS","Solyc02g085760.2","+",46565763,46566234,46565843,46566234,"25,21,28","53,39,47","1,6,6","23,56,37",2.62570015960196e-05,0.195
25,"A3SS","Solyc02g085760.2","+",46567469,46567857,46567474,46567857,"4,7,2","9,6,9","0,0,0","6,1,7",0.000107463445181139,0.336
120,"A3SS","Solyc02g085760.2","+",46565846,46566234,46566057,46566234,"67,45,64","0,0,0","14,14,8","0,2,10",0.000951146353875776,0.312
120,"A3SS","Solyc02g085760.2","+",46565763,46566234,46566057,46566234,"46,29,36","0,0,0","5,8,14","0,2,10",0.000119742905265426,0.307
30,"A3SS","Solyc02g085950.4","+",46728174,46728307,46728196,46728307,"7,18,2","1,20,2","18,8,8","1,0,0",0.000164132883049228,-0.392
40,"A3SS","Solyc02g085950.4","+",46728389,46728893,46728442,46728893,"195,181,140","0,103,24","211,549,267","0,0,0",2.6106357710619e-09,-0.208
60,"A3SS","Solyc02g085950.4","+",46728174,46728303,46728196,46728303,"8,26,2","11,3,4","3,24,6","0,0,0",1.83419412323135e-05,-0.475
70,"A3SS","Solyc02g086970.4","-",47549227,47549628,47549227,47549388,"80,64,66","20,6,0","94,61,65","0,0,0",1.62304123679286e-05,-0.164
80,"A3SS","Solyc02g086970.4","-",47551227,47551457,47551227,47551430,"41,10,23","23,7,14","30,15,18","0,0,0",3.33045712221628e-11,-0.423
90,"A3SS","Solyc02g088350.4","-",48507063,48507239,48507063,48507189,"98,101,59","1,20,13","103,113,72","0,0,4",1.86590802856787e-05,-0.127
105,"A3SS","Solyc02g088350.4","-",48507063,48507239,48507063,48507222,"30,34,59","21,17,13","68,82,63","5,1,3",5.90237280162855e-08,-0.285
120,"A3SS","Solyc02g088350.4","-",48507063,48507239,48507063,48507222,"48,36,34","25,6,15","73,68,63","9,0,1",4.37833825932096e-06,-0.239
25,"A3SS","Solyc02g090130.4","-",49802880,49803325,49802880,49802977,"1,2,5","0,0,0","3,1,1","0,3,6",0.000145547123467377,0.593
80,"A3SS","Solyc02g090130.4","-",49802880,49803325,49802880,49802977,"2,3,5","5,0,5","4,2,2","0,0,0",0.000204108720703826,-0.5
90,"A3SS","Solyc02g090130.4","-",49820955,49821768,49820955,49821421,"23,20,35","11,4,0","9,19,6","0,0,0",0.000359708710932755,-0.258
30,"A3SS","Solyc02g091030.4","+",50510795,50510894,50510801,50510894,"11,1,6","17,13,8","0,0,0","2,12,12",0.000103788922426202,0.29
30,"A3SS","Solyc02g091030.4","+",50511226,50511325,50511232,50511325,"0,0,0","24,22,27","0,7,3","7,15,13",0.0009008997872281,-0.164
70,"A3SS","Solyc02g091030.4","+",50511226,50511325,50511235,50511325,"2,3,4","1,31,9","2,7,2","0,0,0",1.31955947189921e-08,-0.656
70,"A3SS","Solyc02g091030.4","+",50511232,50511325,50511235,50511325,"33,65,27","1,31,9","14,13,29","0,0,0",1.48390190994645e-05,-0.204
80,"A3SS","Solyc02g091030.4","+",50513463,50513550,50513478,50513550,"6,1,0","3,11,8","9,4,6","0,1,2",0.000386072184218198,-0.598
80,"A3SS","Solyc02g091030.4","+",50510795,50510894,50510819,50510894,"13,20,19","11,10,13","3,5,4","0,1,0",0.000502648183647543,-0.373
80,"A3SS","Solyc02g091030.4","+",50510801,50510894,50510819,50510894,"20,19,25","11,10,13","10,13,13","0,1,0",1.91623980085632e-06,-0.347
80,"A3SS","Solyc02g091030.4","+",50510804,50510894,50510819,50510894,"52,35,52","11,10,13","26,21,4","0,1,0",5.72057357563999e-05,-0.198
90,"A3SS","Solyc02g091030.4","+",50513463,50513550,50513472,50513550,"5,10,3","45,43,25","0,1,0","12,16,36",0.000863944504030896,0.107
105,"A3SS","Solyc02g091030.4","+",50512944,50513043,50512953,50513043,"13,5,5","82,46,64","25,11,17","23,27,31",3.02921375131555e-05,-0.278
120,"A3SS","Solyc02g091030.4","+",50511226,50511325,50511250,50511325,"9,5,19","12,6,3","9,1,6","0,0,1",0.000422922817787609,-0.394
120,"A3SS","Solyc02g091030.4","+",50510801,50510894,50510804,50510894,"12,23,16","44,18,40","2,3,0","14,17,46",0.000344451805050583,0.26
120,"A3SS","Solyc02g091030.4","+",50513472,50513550,50513478,50513550,"26,49,42","10,11,7","30,22,39","0,0,0",2.90978909222101e-07,-0.208
120,"A3SS","Solyc02g091030.4","+",50511650,50511749,50511674,50511749,"6,2,9","29,22,14","1,0,0","7,22,14",0.000897324621196427,0.157
120,"A3SS","Solyc02g091030.4","+",50511232,50511325,50511250,50511325,"41,29,36","12,6,3","23,17,19","0,0,1",0.000239807929551023,-0.155
120,"A3SS","Solyc02g091030.4","+",50513466,50513550,50513478,50513550,"76,64,72","10,11,7","25,38,42","0,0,0",1.41632754559215e-05,-0.125
90,"A3SS","Solyc02g091730.3","+",51015090,51015237,51015206,51015237,"24,43,19","12,24,18","7,4,3","22,13,10",0.000158380764292302,0.32
105,"A3SS","Solyc02g091730.3","+",51013586,51013758,51013640,51013758,"4,13,5","34,32,21","2,0,0","51,30,39",1.30091740776841e-05,0.143
30,"A3SS","Solyc02g092700.3","-",51744171,51744316,51744171,51744307,"181,180,130","0,0,4","109,118,82","6,16,35",5.29052672042795e-10,0.154
30,"A3SS","Solyc02g092700.3","-",51744171,51744375,51744171,51744307,"239,245,157","0,0,4","128,135,136","6,16,35",1.68900348252982e-11,0.149
30,"A3SS","Solyc02g092700.3","-",51744171,51744368,51744171,51744307,"248,249,157","0,0,4","129,136,140","6,16,35",9.52771195272682e-12,0.143
40,"A3SS","Solyc02g092700.3","-",51743754,51744089,51743754,51744086,"30,25,33","0,0,0","29,40,40","0,31,24",4.72792531392264e-06,0.274
70,"A3SS","Solyc02g092700.3","-",51743754,51744089,51743754,51744086,"43,46,64","0,0,0","13,33,58","0,0,33",0.000801111234353141,0.122
80,"A3SS","Solyc02g092700.3","-",51744171,51744316,51744171,51744307,"126,179,110","18,15,18","151,134,130","0,0,2",9.86327686191973e-11,-0.115
90,"A3SS","Solyc02g092700.3","-",51743754,51744089,51743754,51744086,"71,79,42","0,0,1","0,61,0","16,0,57",7.05512296988822e-07,0.659
105,"A3SS","Solyc02g092700.3","-",51744171,51744368,51744171,51744316,"51,95,79","1,0,0","27,26,20","10,9,0",1.86015789707707e-06,0.208
120,"A3SS","Solyc02g092700.3","-",51743754,51744089,51743754,51744086,"49,39,67","34,15,4","43,36,2","0,0,0",4.7690376750551e-07,-0.251
70,"A3SS","Solyc02g094150.4","+",52869079,52869195,52869083,52869195,"92,86,99","12,14,34","76,53,90","28,28,54",0.00799556840294567,0.162
80,"A3SS","Solyc02g094150.4","+",52869079,52869195,52869083,52869195,"109,141,155","8,22,18","76,61,64","29,40,47",1.64083290498263e-09,0.266
105,"A3SS","Solyc02g094150.4","+",52869079,52869195,52869083,52869195,"108,110,96","30,9,19","96,73,81","39,50,31",0.00190954147159341,0.173
120,"A3SS","Solyc02g094150.4","+",52869079,52869195,52869083,52869195,"126,94,100","26,12,17","65,63,70","38,27,32",3.21898572860635e-05,0.187
5,"A3SS","Solyc03g005090.4","-",74035,74468,74035,74445,"0,0,0","2,2,5","1,3,1","0,2,0",0.000272217239164684,-0.855
5,"A3SS","Solyc03g005090.4","-",74286,74771,74286,74407,"78,68,82","0,3,0","92,112,87","12,7,6",0.000842853336644861,0.119
5,"A3SS","Solyc03g005090.4","-",74286,74776,74286,74407,"88,68,83","0,3,0","92,111,90","12,7,6",0.000644835638266629,0.119
5,"A3SS","Solyc03g005090.4","-",74286,74541,74286,74407,"78,68,84","0,3,0","92,113,90","12,7,6",0.000885275700228117,0.113
5,"A3SS","Solyc03g005090.4","-",74035,74529,74035,74407,"78,68,81","0,3,0","93,111,87","12,7,6",0.000873913661254629,0.11
25,"A3SS","Solyc03g005090.4","-",74286,74686,74286,74407,"85,85,76","11,11,0","71,88,57","0,0,2",0.000857741943219817,-0.115
25,"A3SS","Solyc03g005090.4","-",74136,74541,74136,74407,"86,85,76","11,11,0","70,88,57","0,0,2",0.000867755557461617,-0.11
30,"A3SS","Solyc03g005090.4","-",74286,74541,74286,74445,"0,3,4","1,0,0","0,0,0","3,5,3",0.000102726841700996,0.667
40,"A3SS","Solyc03g005090.4","-",74286,74776,74286,74468,"1,2,2","0,0,0","2,0,2","4,2,2",4.9384702791856e-09,0.822
70,"A3SS","Solyc03g033450.4","+",4873738,4873903,4873758,4873903,"0,1,0","34,40,39","12,3,3","32,37,43",0.000382551788635846,-0.117
80,"A3SS","Solyc03g033450.4","+",4875745,4875877,4875761,4875877,"82,50,86","18,22,13","69,54,47","1,1,7",0.000917283841507992,-0.163
90,"A3SS","Solyc03g033450.4","+",4873738,4873903,4873758,4873903,"0,0,0","62,53,51","8,14,7","23,41,28",6.05403446672487e-11,-0.216
105,"A3SS","Solyc03g033450.4","+",4873738,4873903,4873758,4873903,"0,1,0","36,31,26","5,7,7","31,33,35",7.15884623338461e-05,-0.135
120,"A3SS","Solyc03g033450.4","+",4873738,4873903,4873758,4873903,"0,0,0","34,29,18","6,8,2","40,32,31",0.000230396622374957,-0.117
30,"A3SS","Solyc03g033560.3","-",4975637,4976001,4975637,4975999,"10,0,0","0,4,3","6,21,5","0,0,0",0.000909647824534036,-0.667
40,"A3SS","Solyc03g033560.3","-",4975637,4975999,4975637,4975899,"0,0,0","5,7,13","7,4,8","12,3,20",6.30728003783347e-05,-0.299
50,"A3SS","Solyc03g033560.3","-",4975637,4975999,4975637,4975899,"17,15,17","6,5,3","6,1,11","13,13,12",0.000484211950535544,0.476
90,"A3SS","Solyc03g033560.3","-",4975637,4975999,4975637,4975899,"12,3,7","8,29,2","0,0,0","14,19,7",2.4255595698004e-05,0.403
40,"A3SS","Solyc03g034100.4","+",5658237,5658736,5658277,5658736,"0,0,0","25,25,21","0,4,13","14,17,17",0.000257443457568767,-0.177
70,"A3SS","Solyc03g034100.4","+",5658237,5658736,5658277,5658736,"0,0,0","44,24,26","10,5,5","17,22,29",2.41339055216479e-06,-0.196
90,"A3SS","Solyc03g034100.4","+",5658237,5658736,5658277,5658736,"0,0,0","37,60,43","9,4,7","11,28,25",2.59965181368859e-07,-0.225
105,"A3SS","Solyc03g034100.4","+",5658237,5658736,5658277,5658736,"0,0,0","23,27,37","7,1,4","6,5,4",1.61389202561495e-06,-0.352
40,"A3SS","Solyc03g034220.3","+",5790133,5790416,5790364,5790416,"166,166,173","90,59,75","81,109,91","90,77,101",0.000714829904433295,0.189
40,"A3SS","Solyc03g034220.3","+",5790155,5790416,5790364,5790416,"166,165,173","90,59,75","82,108,90","90,77,101",0.000605366059521103,0.189
50,"A3SS","Solyc03g034220.3","+",5790123,5790417,5790364,5790417,"253,342,282","63,80,130","102,112,188","107,70,117",0.00089230238715983,0.219
105,"A3SS","Solyc03g034220.3","+",5790155,5790417,5790364,5790417,"126,190,163","90,106,87","69,65,59","141,70,65",6.60731711078631e-05,0.181
80,"A3SS","Solyc03g044080.4","-",7225443,7225530,7225443,7225507,"25,13,29","3,1,12","4,6,2","13,10,11",3.92660159661221e-06,0.595
80,"A3SS","Solyc03g044080.4","-",7225443,7225594,7225443,7225507,"73,41,76","3,1,12","35,30,25","13,10,11",0.000722285743544828,0.276
90,"A3SS","Solyc03g044080.4","-",7225250,7225588,7225250,7225323,"131,243,182","0,0,0","138,140,126","32,0,1",0.000152273859648401,0.111
105,"A3SS","Solyc03g044080.4","-",7225250,7225588,7225250,7225323,"118,161,143","0,27,17","21,138,127","0,0,4",0.000411882918321162,-0.128
120,"A3SS","Solyc03g044080.4","-",7225250,7225594,7225250,7225323,"17,1,1","0,0,3","0,1,1","28,25,5",0.000148561809886551,0.677
120,"A3SS","Solyc03g044080.4","-",7225250,7225588,7225250,7225323,"174,113,78","0,0,3","32,153,83","28,25,5",6.02511293376801e-07,0.306
5,"A3SS","Solyc03g078000.3","+",43378420,43378497,43378436,43378497,"5,4,6","0,0,0","11,8,4","4,3,6",3.35582272668586e-05,0.401
10,"A3SS","Solyc03g078000.3","+",43378653,43378721,43378656,43378721,"13,12,16","0,0,0","1,2,4","13,8,2",4.30251121397085e-09,0.69
30,"A3SS","Solyc03g078000.3","+",43377844,43378206,43377848,43378206,"98,89,72","8,25,9","104,71,72","0,8,0",0.000727668275197294,-0.104
70,"A3SS","Solyc03g078000.3","+",43378420,43378497,43378436,43378497,"1,1,11","1,6,3","8,8,1","0,1,0",0.000853599270759032,-0.501
80,"A3SS","Solyc03g078000.3","+",43378572,43378709,43378621,43378709,"73,67,62","3,3,6","18,34,35","10,19,9",4.88165918545183e-06,0.295
90,"A3SS","Solyc03g093830.3","+",50060596,50061015,50060930,50061015,"29,48,33","0,3,1","16,7,10","4,9,4",7.54886501628365e-05,0.443
105,"A3SS","Solyc03g093830.3","+",50060596,50061017,50060930,50061017,"26,15,26","0,0,0","15,4,9","3,8,2",1.85679937692112e-06,0.465
70,"A3SS","Solyc03g096850.4","+",53808079,53808162,53808082,53808162,"27,140,16","15,0,12","141,63,157","0,5,0",7.80390048377396e-05,-0.24
90,"A3SS","Solyc03g096850.4","+",53807796,53808162,53808080,53808162,"22,22,36","0,0,0","30,27,37","4,15,13",4.84661350723225e-08,0.383
90,"A3SS","Solyc03g096850.4","+",53807774,53808162,53808080,53808162,"29,22,36","0,0,0","44,30,45","4,15,13",2.72774424356556e-07,0.34
105,"A3SS","Solyc03g096850.4","+",53807796,53808162,53808080,53808162,"7,23,9","0,0,0","33,22,10","13,0,5",0.000120852391818234,0.314
120,"A3SS","Solyc03g096850.4","+",53807796,53808162,53808080,53808162,"26,8,22","0,0,0","10,21,8","3,10,15",7.40118917261789e-09,0.551
120,"A3SS","Solyc03g096850.4","+",53807956,53808162,53808080,53808162,"9,8,12","0,0,0","10,29,8","3,10,15",6.15764817033108e-07,0.506
120,"A3SS","Solyc03g096850.4","+",53807774,53808162,53808080,53808162,"11,8,14","0,0,0","15,27,11","3,10,15",8.36962318263225e-07,0.481
15,"A3SS","Solyc03g098620.3","+",55442885,55443420,55443323,55443420,"19,26,16","1,0,0","17,26,20","3,8,5",9.71398958708055e-05,0.293
20,"A3SS","Solyc03g098620.3","+",55442885,55443420,55442954,55443420,"15,23,11","0,0,0","14,19,24","7,0,6",0.000629751309785144,0.23
105,"A3SS","Solyc03g098620.3","+",55442885,55443420,55443323,55443420,"32,11,34","0,0,0","18,8,21","2,0,7",0.000649704188093021,0.194
120,"A3SS","Solyc03g098620.3","+",55442885,55443420,55442954,55443420,"16,22,12","8,1,5","9,14,25","0,0,0",3.56939501939401e-05,-0.288
60,"A3SS","Solyc03g110940.3","+",56070572,56070825,56070603,56070825,"0,0,0","1,7,4","1,1,2","1,0,0",0.000143567987080945,-0.818
70,"A3SS","Solyc03g110940.3","+",56070572,56070825,56070603,56070825,"0,0,0","4,1,4","5,7,4","5,2,2",3.01066166873875e-07,-0.606
80,"A3SS","Solyc03g110940.3","+",56070572,56070825,56070603,56070825,"0,0,0","1,1,6","2,7,7","0,1,3",2.10498767028641e-09,-0.837
80,"A3SS","Solyc03g111700.3","+",56763042,56763369,56763177,56763369,"9,13,6","0,0,0","1,1,4","2,0,6",0.000496885035213077,0.511
90,"A3SS","Solyc03g111700.3","+",56763042,56763369,56763177,56763369,"16,18,5","0,1,0","2,3,3","5,7,5",9.10651399249619e-11,0.769
90,"A3SS","Solyc03g111700.3","+",56763009,56763369,56763177,56763369,"64,107,70","0,1,0","64,65,69","5,7,5",3.99435592069118e-05,0.14
90,"A3SS","Solyc03g112910.3","+",57627166,57627267,57627188,57627267,"1,4,1","0,0,0","6,1,3","13,1,2",1.98285898768364e-07,0.56
105,"A3SS","Solyc03g112910.3","+",57627166,57627267,57627188,57627267,"1,3,1","0,1,0","1,0,0","8,2,1",1.06660832026195e-06,0.875
70,"A3SS","Solyc03g113920.4","+",58394341,58394444,58394391,58394444,"6,5,5","0,0,0","16,22,11","4,9,15",1.87998662781564e-05,0.416
90,"A3SS","Solyc03g113920.4","+",58394341,58394444,58394391,58394444,"18,3,3","0,0,2","23,34,30","13,19,41",0.00151736031665595,0.344
105,"A3SS","Solyc03g113920.4","+",58394341,58394444,58394391,58394444,"12,4,6","0,0,0","22,27,27","18,31,19",2.22606059141228e-08,0.537
90,"A3SS","Solyc03g113970.4","+",58453772,58453925,58453815,58453925,"2,2,1","9,2,0","4,4,5","0,0,0",0.000235754757110832,-0.472
105,"A3SS","Solyc03g113970.4","+",58453764,58453925,58453815,58453925,"7,8,4","6,2,2","7,3,4","0,0,0",1.25454015156999e-05,-0.396
40,"A3SS","Solyc03g114930.3","+",59207357,59207851,59207730,59207851,"38,23,23","0,0,0","36,42,41","3,3,6",0.00090215939209256,0.165
70,"A3SS","Solyc03g114930.3","+",59207357,59207853,59207730,59207853,"43,8,36","0,0,0","53,42,42","8,4,11",5.60206565818718e-06,0.245
80,"A3SS","Solyc03g114930.3","+",59207357,59207853,59207730,59207853,"37,13,36","0,0,0","31,36,24","3,11,6",1.77371927591502e-06,0.291
90,"A3SS","Solyc03g114930.3","+",59207357,59207853,59207730,59207853,"70,45,28","0,0,0","51,29,30","16,8,18",3.2631675139778e-13,0.429
105,"A3SS","Solyc03g114930.3","+",59207091,59207173,59207093,59207173,"9,6,2","0,2,0","1,5,1","6,8,3",1.56224070084328e-05,0.659
105,"A3SS","Solyc03g114930.3","+",59207357,59207853,59207730,59207853,"15,31,23","0,0,3","37,19,27","18,14,7",3.02921375131555e-05,0.408
120,"A3SS","Solyc03g114930.3","+",59207387,59207853,59207730,59207853,"28,24,16","0,0,0","24,23,20","5,26,3",6.15764817033108e-07,0.406
120,"A3SS","Solyc03g114930.3","+",59207357,59207853,59207730,59207853,"50,28,23","0,0,0","38,40,29","5,26,3",1.06104589687406e-06,0.315
25,"A3SS","Solyc04g009020.4","+",2626442,2626567,2626445,2626567,"1,0,5","6,6,1","15,9,8","0,0,0",2.89920505575502e-06,-0.676
70,"A3SS","Solyc04g009020.4","+",2627113,2627451,2627168,2627451,"24,7,15","8,10,15","49,26,33","11,0,0",0.000600372030550783,-0.439
80,"A3SS","Solyc04g009020.4","+",2627113,2627451,2627239,2627451,"21,18,10","58,28,37","27,41,39","21,13,32",0.000643508257348363,-0.297
90,"A3SS","Solyc04g009020.4","+",2627113,2627451,2627168,2627451,"19,21,21","21,28,11","34,39,47","4,0,7",1.66089985616915e-07,-0.453
90,"A3SS","Solyc04g009020.4","+",2627113,2627451,2627239,2627451,"19,21,21","42,38,58","34,39,47","33,21,16",0.000177787089278858,-0.294
120,"A3SS","Solyc04g009020.4","+",2627113,2627451,2627239,2627451,"31,13,10","25,31,54","45,47,61","12,20,25",2.88447418541478e-05,-0.374
25,"A3SS","Solyc04g009050.4","-",2648502,2648750,2648502,2648616,"96,101,103","162,177,219","93,135,137","86,92,112",3.87090763128508e-07,-0.175
25,"A3SS","Solyc04g009050.4","-",2648397,2648765,2648397,2648616,"94,100,103","162,177,219","91,126,129","86,92,112",2.57810234550662e-06,-0.161
30,"A3SS","Solyc04g009050.4","-",2648397,2648765,2648397,2648616,"96,93,93","126,171,187","121,137,114","114,115,98",0.000282424093891187,-0.133
60,"A3SS","Solyc04g009050.4","-",2648739,2648758,2648739,2648750,"11,13,1","2,10,3","0,0,1","6,1,7",0.000110362357381595,0.504
70,"A3SS","Solyc04g009050.4","-",2648739,2648758,2648739,2648750,"5,2,6","16,0,9","0,0,0","5,3,1",0.00038751865517382,0.539
5,"A3SS","Solyc04g025990.3","+",19331150,19331405,19331168,19331405,"13,21,5","0,5,4","14,4,1","0,0,0",0.00720757419238364,-0.228
5,"A3SS","Solyc04g025990.3","+",19331028,19331405,19331168,19331405,"42,24,17","0,5,4","21,18,21","0,0,0",0.00397531899327038,-0.2
30,"A3SS","Solyc04g025990.3","+",19330913,19331031,19331028,19331031,"257,259,228","15,25,5","221,256,236","33,30,35",0.00443679203803197,0.104
40,"A3SS","Solyc04g025990.3","+",19330913,19331031,19331028,19331031,"250,262,276","19,20,20","275,201,258","41,34,45",0.00208996681785227,0.108
50,"A3SS","Solyc04g025990.3","+",19330913,19331031,19331028,19331031,"234,370,431","21,19,29","320,201,196","22,46,53",0.00680859377704785,0.132
60,"A3SS","Solyc04g025990.3","+",19331028,19331405,19331150,19331405,"93,82,50","18,13,8","132,107,88","3,2,0",1.79411221014834e-08,-0.212
70,"A3SS","Solyc04g025990.3","+",19330913,19331031,19331028,19331031,"366,343,374","24,21,5","219,255,181","66,56,56",0,0.252
70,"A3SS","Solyc04g025990.3","+",19331028,19331405,19331150,19331405,"109,65,59","16,11,11","118,132,97","5,8,2",0.000904264039908512,-0.164
105,"A3SS","Solyc04g025990.3","+",19330913,19331031,19331028,19331031,"374,375,325","23,18,23","305,183,149","76,60,47",0,0.248
120,"A3SS","Solyc04g025990.3","+",19330913,19331031,19331028,19331031,"376,250,367","16,13,23","162,205,247","71,63,54",0,0.272
70,"A3SS","Solyc04g051310.4","+",49547688,49547807,49547729,49547807,"12,35,20","8,11,10","11,12,8","16,19,19",0.00291647517720452,0.312
70,"A3SS","Solyc04g051310.4","+",49547685,49547807,49547729,49547807,"31,45,40","8,11,10","24,15,18","16,19,19",0.000810011076031687,0.309
70,"A3SS","Solyc04g051310.4","+",49547687,49547807,49547729,49547807,"10,29,21","8,11,10","11,10,7","16,19,19",0.00472338833707131,0.308
70,"A3SS","Solyc04g051310.4","+",49547729,49547807,49547736,49547807,"10,13,13","173,185,140","16,20,25","115,84,100",0.000892357312188331,-0.1
80,"A3SS","Solyc04g051310.4","+",49547688,49547807,49547729,49547807,"28,20,28","1,5,8","8,10,10","16,27,8",3.19139351603442e-05,0.482
80,"A3SS","Solyc04g051310.4","+",49547685,49547807,49547729,49547807,"32,32,34","1,5,8","22,16,20","16,27,8",0.00229839883216806,0.357
80,"A3SS","Solyc04g051310.4","+",49547729,49547807,49547736,49547807,"3,6,10","130,150,103","22,32,8","96,95,88",4.44498485019344e-05,-0.12
90,"A3SS","Solyc04g051310.4","+",49547685,49547807,49547729,49547807,"31,18,59","10,4,6","12,23,18","14,18,26",2.32093204520119e-05,0.374
90,"A3SS","Solyc04g051310.4","+",49547687,49547807,49547729,49547807,"16,12,29","10,4,6","8,16,13","14,18,26",0.00270882803416133,0.349
90,"A3SS","Solyc04g051310.4","+",49547688,49547807,49547729,49547807,"16,10,28","10,4,6","10,17,8","14,18,26",0.00636645913548687,0.342
120,"A3SS","Solyc04g051310.4","+",49547687,49547807,49547729,49547807,"28,11,22","6,6,2","7,9,13","19,40,21",8.63308721500527e-07,0.524
120,"A3SS","Solyc04g051310.4","+",49547685,49547807,49547729,49547807,"43,22,30","6,6,2","16,17,17","19,40,21",3.83108580154026e-09,0.494
120,"A3SS","Solyc04g051310.4","+",49547688,49547807,49547729,49547807,"31,9,21","6,6,2","7,13,17","19,40,21",7.1528139069301e-05,0.473
120,"A3SS","Solyc04g051310.4","+",49547729,49547807,49547736,49547807,"9,9,6","101,105,111","19,41,22","90,108,98",1.87962159375824e-05,-0.136
10,"A3SS","Solyc04g051800.3","-",50327352,50327503,50327352,50327478,"163,126,32","0,0,14","14,53,35","13,16,11",0.000725240277577453,0.237
15,"A3SS","Solyc04g051800.3","-",50327352,50327503,50327352,50327478,"122,111,104","4,0,0","41,79,79","19,1,7",0.000306813265386631,0.141
50,"A3SS","Solyc04g051800.3","-",50327352,50327480,50327352,50327478,"0,8,59","13,7,12","180,46,143","0,15,0",0.000718445162401747,-0.464
50,"A3SS","Solyc04g051800.3","-",50327352,50327503,50327352,50327478,"9,16,87","13,7,12","210,73,167","0,15,0",0.000249895033731782,-0.304
80,"A3SS","Solyc04g051800.3","-",50327352,50327503,50327352,50327478,"122,104,139","1,0,0","27,77,69","28,10,6",7.59084619000211e-08,0.254
105,"A3SS","Solyc04g051800.3","-",50327352,50327503,50327352,50327478,"31,5,40","23,21,7","94,163,94","11,0,8",0.000320610246667886,-0.418
5,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"58,40,32","8,9,4","39,25,27","0,0,0",1.12022211136627e-05,-0.242
30,"A3SS","Solyc04g056340.4","+",53408913,53409099,53409055,53409099,"6,14,3","0,0,0","18,39,41","1,5,13",0.000479887871876039,0.227
30,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"14,28,7","0,0,0","36,51,65","1,5,13",0.000671379299249242,0.168
40,"A3SS","Solyc04g056340.4","+",53408913,53409099,53409055,53409099,"8,12,8","0,0,0","28,40,27","15,6,12",2.00496620652252e-05,0.401
40,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"12,17,13","0,0,0","57,48,54","15,6,12",3.1330873675311e-05,0.284
50,"A3SS","Solyc04g056340.4","+",53408906,53409099,53409055,53409099,"4,18,11","0,0,0","25,29,23","15,10,21",6.81094208232176e-08,0.533
50,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"11,21,22","0,0,0","43,55,41","15,10,21",1.6767420796594e-07,0.395
60,"A3SS","Solyc04g056340.4","+",53408906,53409099,53409055,53409099,"15,19,11","0,0,0","36,19,30","12,6,11",3.9425152375572e-07,0.403
60,"A3SS","Solyc04g056340.4","+",53408913,53409099,53409055,53409099,"15,19,13","0,0,0","35,22,28","12,6,11",3.25907587561259e-07,0.394
60,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"26,24,22","0,0,0","52,38,44","12,6,11",7.35064580913203e-07,0.296
70,"A3SS","Solyc04g056340.4","+",53408906,53409099,53409055,53409099,"15,8,12","0,0,0","33,10,30","31,11,45",2.21083282400148e-12,0.697
70,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"26,12,24","0,0,0","53,32,51","31,11,45",2.22645283851658e-11,0.528
80,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"23,27,12","2,0,2","26,63,68","10,19,27",0.00254433755894539,0.285
90,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"34,71,27","2,6,3","41,45,39","34,56,70",0,0.562
90,"A3SS","Solyc04g056340.4","+",53408913,53409099,53409055,53409099,"19,35,11","2,6,3","29,31,16","34,56,70",3.94484855710167e-09,0.533
90,"A3SS","Solyc04g056340.4","+",53408906,53409099,53409055,53409099,"19,35,11","2,6,3","31,35,16","34,56,70",2.11795887494477e-08,0.521
90,"A3SS","Solyc04g056340.4","+",53408844,53408958,53408906,53408958,"4,11,9","0,0,0","9,16,18","2,10,0",0.000878515209004222,0.236
105,"A3SS","Solyc04g056340.4","+",53408899,53409099,53409055,53409099,"16,18,40","0,1,0","31,40,19","57,73,61",0,0.779
105,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"19,21,44","0,1,0","36,47,23","57,73,61",0,0.757
120,"A3SS","Solyc04g056340.4","+",53408844,53409099,53409055,53409099,"29,44,31","2,0,0","13,50,22","64,56,54",0,0.77
20,"A3SS","Solyc04g071340.5","+",56080531,56080678,56080573,56080678,"5,10,7","2,7,8","27,32,29","2,3,0",0.00013304564518645,-0.404
25,"A3SS","Solyc04g071340.5","+",56080567,56080678,56080573,56080678,"3,0,4","3,3,3","3,4,3","0,1,0",0.000943800402026151,-0.581
25,"A3SS","Solyc04g071340.5","+",56080531,56080678,56080573,56080678,"6,9,10","3,3,3","21,37,17","0,1,0",0.000511229973863921,-0.312
30,"A3SS","Solyc04g071340.5","+",56078114,56078397,56078349,56078397,"112,137,34","0,2,2","101,131,136","19,10,6",0.000363403328180884,0.118
30,"A3SS","Solyc04g071340.5","+",56078020,56078397,56078349,56078397,"116,138,30","0,2,2","113,123,149","19,10,6",0.000441784538602533,0.107
