"time","event","gene_id","strand","ri_ES","ri_EE","I_S1","S_S1","I_S2","S_S2","FDR","dPSI"
80,"RI","Solyc02g085570.4","+",46416231,46416644,"36,26,27","67,51,61","6,11,4","81,56,74",4.35286355308574e-09,0.148
120,"RI","Solyc02g085570.4","+",46416239,46416644,"22,35,17","0,0,1","8,4,6","0,4,3",0.000572698474887247,0.354
5,"RI","Solyc02g085940.4","+",46736877,46737239,"120,134,142","59,61,55","430,475,110","69,35,37",0.000505819171430719,-0.192
20,"RI","Solyc02g085940.4","+",46736877,46737239,"379,264,229","96,64,40","177,216,339","80,174,139",0.000107774430651315,0.196
60,"RI","Solyc02g085940.4","+",46736877,46737239,"302,227,277","78,37,48","183,233,164","69,80,63",0.000939947449444728,0.13
70,"RI","Solyc02g085940.4","+",46736902,46737239,"306,376,292","71,52,28","114,140,188","41,86,64",5.18588952357033e-06,0.207
60,"RI","Solyc02g086650.3","+",47317865,47318312,"84,56,63","1494,1322,1004","194,153,150","757,435,456",0,-0.129
60,"RI","Solyc02g086650.3","+",47317682,47318142,"193,163,131","1200,995,870","213,165,186","516,343,366",0,-0.116
70,"RI","Solyc02g086650.3","+",47316897,47317387,"231,196,185","1540,1296,1399","308,429,415","467,693,456",0,-0.198
70,"RI","Solyc02g086650.3","+",47317682,47318142,"204,165,142","1240,939,1232","232,337,286","379,564,337",0,-0.184
70,"RI","Solyc02g086650.3","+",47317865,47318312,"115,94,73","1612,1116,1478","218,338,291","523,769,568",0,-0.18
80,"RI","Solyc02g086650.3","+",47317865,47318312,"103,65,139","1601,1375,1457","122,263,193","478,349,354",0,-0.195
80,"RI","Solyc02g086650.3","+",47317682,47318142,"229,214,253","1345,1129,1168","181,165,177","311,269,219",0,-0.162
90,"RI","Solyc02g086650.3","+",47317682,47318142,"172,319,226","999,1537,1229","334,304,327","334,275,435",0,-0.235
90,"RI","Solyc02g086650.3","+",47318019,47318311,"95,198,96","1253,2001,1328","392,254,313","567,477,729",0,-0.204
105,"RI","Solyc02g086650.3","+",47317682,47318142,"248,217,130","1182,1264,869","445,363,286","729,293,371",0,-0.217
105,"RI","Solyc02g086650.3","+",47317865,47318312,"122,94,79","1448,1471,1041","415,341,343","1088,591,533",0,-0.202
120,"RI","Solyc02g086650.3","+",47317865,47318312,"116,81,76","1322,1039,1336","310,317,278","477,511,436",0,-0.239
120,"RI","Solyc02g086650.3","+",47317682,47318142,"250,171,183","1051,816,1091","250,309,289","286,354,252",0,-0.231
30,"RI","Solyc02g086900.4","+",47510747,47510953,"2,10,3","149,118,114","45,23,53","68,124,121",0,-0.169
30,"RI","Solyc02g086900.4","+",47510522,47510763,"18,23,3","141,111,119","37,42,42","68,119,117",1.19702555215052e-07,-0.12
50,"RI","Solyc02g086900.4","+",47510518,47510763,"14,19,10","170,171,204","36,23,68","80,93,59",1.282145091437e-09,-0.185
50,"RI","Solyc02g086900.4","+",47510518,47510983,"5,10,8","175,191,206","29,19,21","84,86,72",2.63437920127029e-13,-0.119
50,"RI","Solyc02g086900.4","+",47510170,47510609,"28,4,7","160,171,187","19,27,35","127,108,76",6.75251557963881e-06,-0.11
60,"RI","Solyc02g086900.4","+",47510525,47510763,"10,2,7","164,200,172","37,16,24","91,118,77",2.51903073564873e-13,-0.107
70,"RI","Solyc02g086900.4","+",47510522,47510763,"12,2,4","130,156,95","28,19,37","84,81,82",2.01502073377337e-13,-0.124
70,"RI","Solyc02g086900.4","+",47510522,47510983,"9,3,2","132,155,92","20,21,31","82,79,93",1.79194903237823e-12,-0.119
80,"RI","Solyc02g086900.4","+",47510747,47510953,"5,0,16","117,123,149","18,41,13","73,102,43",3.5616291221374e-11,-0.127
80,"RI","Solyc02g086900.4","+",47510522,47510763,"6,2,7","121,121,155","21,44,10","82,105,54",3.90531451021536e-13,-0.109
90,"RI","Solyc02g086900.4","+",47510747,47510953,"2,10,17","170,140,143","38,23,38","83,78,98",2.86732289829245e-14,-0.142
90,"RI","Solyc02g086900.4","+",47510522,47510763,"3,13,18","183,144,133","25,28,50","79,80,93",1.3064818044639e-13,-0.131
105,"RI","Solyc02g086900.4","+",47510747,47510953,"0,4,7","87,118,121","20,50,20","149,69,90",7.15284970914548e-10,-0.143
105,"RI","Solyc02g086900.4","+",47510522,47510763,"8,9,10","90,115,118","32,43,27","149,66,83",1.15071896548384e-07,-0.124
5,"RI","Solyc02g088230.3","-",48425044,48425212,"11,10,9","0,1,0","14,10,8","4,0,5",0.00545219545816098,0.225
5,"RI","Solyc02g088230.3","-",48423011,48423437,"14,17,25","0,0,1","48,52,31","7,3,6",0.0020455039759865,0.155
15,"RI","Solyc02g088230.3","-",48423250,48423745,"68,86,68","0,0,0","44,56,40","8,0,8",1.25598916105609e-05,0.184
30,"RI","Solyc02g088230.3","-",48423011,48423437,"21,34,7","7,5,6","69,63,64","3,0,4",0.000444552934712325,-0.327
30,"RI","Solyc02g088230.3","-",48423250,48423745,"43,69,30","397,351,265","109,74,113","289,217,294",2.50603889493107e-10,-0.108
30,"RI","Solyc02g088230.3","-",48423011,48423437,"24,39,7","423,353,302","89,79,91","378,340,324",0,-0.101
40,"RI","Solyc02g088230.3","-",48423250,48423745,"68,32,25","284,351,335","93,96,121","253,231,248",4.74115696199948e-14,-0.133
40,"RI","Solyc02g088230.3","-",48423011,48423437,"14,28,23","441,365,419","72,78,92","273,290,349",0,-0.114
50,"RI","Solyc02g088230.3","-",48423011,48423437,"61,18,19","6,7,2","75,53,89","1,2,0",7.05213513038239e-05,-0.201
50,"RI","Solyc02g088230.3","-",48425044,48425212,"0,7,8","146,137,200","21,34,36","157,110,133",4.72086757149854e-13,-0.112
60,"RI","Solyc02g088230.3","-",48423250,48423745,"33,46,41","298,255,239","133,174,121","304,366,276",1.80581119000627e-13,-0.133
60,"RI","Solyc02g088230.3","-",48423011,48423437,"24,37,15","296,357,327","78,139,85","259,453,324",0,-0.112
70,"RI","Solyc02g088230.3","-",48423250,48423745,"25,40,39","255,266,271","240,176,221","283,351,307",0,-0.224
70,"RI","Solyc02g088230.3","-",48423596,48423894,"0,8,14","237,212,193","105,88,111","218,225,195",0,-0.199
70,"RI","Solyc02g088230.3","-",48423011,48423437,"15,63,35","273,340,272","191,179,163","354,344,370",0,-0.173
70,"RI","Solyc02g088230.3","-",48425044,48425212,"7,0,1","97,97,108","43,43,40","130,137,142",0,-0.149
70,"RI","Solyc02g088230.3","-",48423596,48424093,"0,10,9","211,194,211","96,53,49","201,232,208",0,-0.14
80,"RI","Solyc02g088230.3","-",48425044,48425212,"7,2,18","122,123,125","74,53,58","111,104,109",0,-0.224
80,"RI","Solyc02g088230.3","-",48423250,48423745,"44,27,26","237,190,306","176,164,180","269,295,232",0,-0.213
80,"RI","Solyc02g088230.3","-",48423595,48424080,"5,9,5","197,184,277","53,120,69","205,191,140",0,-0.191
80,"RI","Solyc02g088230.3","-",48423011,48423437,"58,19,35","236,295,353","151,150,124","300,324,233",0,-0.167
80,"RI","Solyc02g088230.3","-",48423011,48423437,"53,14,31","3,2,6","119,127,104","0,3,0",0.000206830628461532,-0.161
80,"RI","Solyc02g088230.3","-",48423849,48424080,"12,16,6","201,197,288","48,51,63","217,212,153",0,-0.118
90,"RI","Solyc02g088230.3","-",48423011,48423437,"48,53,26","295,484,341","206,229,203","297,300,365",0,-0.235
90,"RI","Solyc02g088230.3","-",48423250,48423745,"52,49,42","215,412,275","255,226,299","302,346,348",0,-0.233
90,"RI","Solyc02g088230.3","-",48423595,48423866,"1,0,4","201,390,232","117,109,116","227,238,235",0,-0.219
90,"RI","Solyc02g088230.3","-",48423250,48423745,"37,29,23","11,0,4","146,145,220","0,5,0",3.0242793847889e-05,-0.189
90,"RI","Solyc02g088230.3","-",48423011,48423437,"42,29,19","1,7,4","160,167,150","0,1,1",4.15155762642572e-06,-0.188
90,"RI","Solyc02g088230.3","-",48424785,48425212,"17,13,7","119,226,151","58,59,58","147,129,135",0,-0.165
90,"RI","Solyc02g088230.3","-",48422638,48423077,"39,23,23","279,495,278","113,85,133","315,348,348",0,-0.125
105,"RI","Solyc02g088230.3","-",48423250,48423745,"41,36,38","212,274,252","332,319,229","306,344,252",0,-0.289
105,"RI","Solyc02g088230.3","-",48424785,48425212,"1,13,6","102,113,115","71,96,84","141,149,94",0,-0.265
105,"RI","Solyc02g088230.3","-",48423395,48423894,"10,2,1","228,239,219","138,104,157","228,226,196",0,-0.255
105,"RI","Solyc02g088230.3","-",48423011,48423437,"28,26,25","219,271,271","216,234,200","343,350,290",0,-0.239
120,"RI","Solyc02g088230.3","-",48423250,48423745,"51,30,38","289,220,243","350,324,345","246,354,295",0,-0.331
120,"RI","Solyc02g088230.3","-",48425044,48425212,"6,13,3","186,88,119","74,76,92","115,129,141",0,-0.246
120,"RI","Solyc02g088230.3","-",48423011,48423437,"31,31,39","351,261,323","222,296,254","360,431,400",0,-0.231
120,"RI","Solyc02g088230.3","-",48423395,48423894,"17,7,1","253,161,224","88,120,118","160,248,214",0,-0.215
120,"RI","Solyc02g088230.3","-",48423988,48424362,"6,6,5","234,179,209","79,110,66","142,228,179",0,-0.194
120,"RI","Solyc02g088230.3","-",48422638,48423077,"42,26,20","363,278,302","117,119,136","292,387,247",0,-0.161
120,"RI","Solyc02g088230.3","-",48424212,48424699,"2,7,5","242,204,215","62,54,93","216,311,252",0,-0.122
15,"RI","Solyc02g088240.4","-",48433781,48434212,"12,8,7","12,19,9","0,0,0","6,11,11",6.85579192341849e-07,0.291
20,"RI","Solyc02g088240.4","-",48432485,48432958,"17,10,36","22,41,83","0,0,0","8,6,5",2.95966098438416e-05,0.189
20,"RI","Solyc02g088240.4","-",48433781,48434212,"13,8,13","19,33,46","0,0,0","6,6,13",4.19633019621578e-05,0.183
60,"RI","Solyc02g089130.4","-",49058854,49059322,"5,16,1","51,60,42","23,31,35","46,35,46",2.94343174499603e-07,-0.239
70,"RI","Solyc02g089130.4","-",49058854,49059322,"4,0,6","82,40,47","23,32,26","33,64,44",4.56178305007568e-13,-0.242
90,"RI","Solyc02g089130.4","-",49058854,49059322,"0,11,6","74,77,47","30,22,18","42,49,41",2.16744542393491e-09,-0.2
90,"RI","Solyc02g089130.4","-",49060007,49060395,"0,0,0","80,48,71","18,5,11","29,50,48",1.64908638469079e-10,-0.154
105,"RI","Solyc02g089130.4","-",49058854,49059322,"10,9,4","42,46,22","40,24,24","60,40,27",5.27504336234185e-05,-0.199
25,"RI","Solyc02g089890.4","-",49617418,49617809,"6,11,1","134,94,98","11,22,32","44,62,52",3.4159787528191e-10,-0.155
30,"RI","Solyc02g089890.4","-",49617270,49617439,"2,5,2","105,89,50","30,16,46","58,38,57",0,-0.234
30,"RI","Solyc02g089890.4","-",49617270,49617643,"2,8,2","128,93,59","30,19,54","68,46,59",0,-0.223
30,"RI","Solyc02g089890.4","-",49617547,49617809,"0,1,1","115,68,59","23,12,7","49,39,55",6.17039341433249e-12,-0.154
40,"RI","Solyc02g089890.4","-",49617418,49617809,"7,7,6","86,94,110","47,35,31","57,60,57",0,-0.233
40,"RI","Solyc02g089890.4","-",49617547,49617809,"3,2,0","73,105,87","18,15,18","54,33,57",0,-0.182
50,"RI","Solyc02g089890.4","-",49617418,49617809,"13,5,4","55,94,85","49,54,53","58,62,46",0,-0.296
50,"RI","Solyc02g089890.4","-",49617547,49617809,"1,0,2","68,76,71","9,13,28","60,50,38",9.39032132474627e-11,-0.178
60,"RI","Solyc02g089890.4","-",49617418,49617809,"3,8,5","43,60,29","97,18,39","74,83,37",3.10239985505875e-05,-0.24
60,"RI","Solyc02g089890.4","-",49617547,49617809,"0,2,0","37,50,38","33,16,24","54,67,33",1.53897034005296e-12,-0.24
70,"RI","Solyc02g089890.4","-",49617418,49617809,"1,8,5","75,41,52","62,75,123","98,88,75",1.39646419900739e-14,-0.308
70,"RI","Solyc02g089890.4","-",49619275,49619772,"0,0,2","59,59,37","20,24,19","54,36,27",0,-0.254
70,"RI","Solyc02g089890.4","-",49617547,49617809,"0,0,0","67,33,42","23,36,33","77,82,77",0,-0.203
70,"RI","Solyc02g089890.4","-",49619275,49619425,"0,1,3","63,62,33","6,13,7","42,44,21",1.81452152561909e-06,-0.118
80,"RI","Solyc02g089890.4","-",49617418,49617809,"11,2,4","69,38,56","63,77,55","56,58,46",0,-0.361
80,"RI","Solyc02g089890.4","-",49617547,49617809,"0,1,2","63,30,53","20,19,21","48,32,43",1.62538399188548e-14,-0.232
80,"RI","Solyc02g089890.4","-",49619275,49619772,"0,0,0","27,52,47","5,27,10","27,36,34",3.70259051488613e-11,-0.194
90,"RI","Solyc02g089890.4","-",49617418,49617809,"10,1,9","64,83,66","116,65,92","69,91,94",0,-0.329
90,"RI","Solyc02g089890.4","-",49617547,49617809,"0,0,1","80,86,59","56,21,32","50,78,87",0,-0.253
105,"RI","Solyc02g089890.4","-",49617418,49617809,"2,5,4","45,70,60","79,110,106","79,113,92",0,-0.342
105,"RI","Solyc02g089890.4","-",49617547,49617809,"0,0,1","26,66,50","42,43,19","61,97,82",0,-0.219
120,"RI","Solyc02g089890.4","-",49617263,49617439,"6,4,0","57,49,35","89,67,50","73,73,36",0,-0.377
120,"RI","Solyc02g089890.4","-",49617263,49617643,"10,11,0","54,48,42","80,39,40","101,100,48",4.79351042708498e-07,-0.204
120,"RI","Solyc02g089890.4","-",49619275,49619772,"0,4,0","54,69,26","10,16,13","33,29,41",4.52384292189535e-10,-0.184
120,"RI","Solyc02g089890.4","-",49619275,49619425,"0,0,0","49,50,29","5,14,9","37,30,50",2.20402140518212e-08,-0.138
120,"RI","Solyc02g089890.4","-",49617547,49617809,"0,1,0","40,53,37","21,17,8","84,71,51",4.78156702202526e-09,-0.12
30,"RI","Solyc02g090260.3","+",49905436,49905819,"19,19,19","5,5,2","23,22,11","0,0,0",2.20377437491351e-05,-0.247
60,"RI","Solyc02g090260.3","+",49906035,49906409,"223,278,292","122,173,178","304,301,241","62,89,63",7.69459598656515e-10,-0.198
70,"RI","Solyc02g090260.3","+",49906035,49906409,"280,238,170","161,147,148","291,314,240","98,46,70",8.84613471513256e-07,-0.233
105,"RI","Solyc02g090260.3","+",49906035,49906409,"166,163,202","126,140,129","279,248,231","80,43,66",1.16894453982483e-12,-0.262
120,"RI","Solyc02g090260.3","+",49906035,49906409,"213,154,177","162,109,123","240,275,256","48,83,55",2.42522982828636e-14,-0.261
50,"RI","Solyc02g090530.4","+",50106555,50107011,"0,0,0","12,18,9","4,5,2","2,6,4",2.4820743606899e-06,-0.386
60,"RI","Solyc02g090530.4","+",50106555,50107011,"1,0,0","2,6,16","0,6,13","9,6,4",0.000771392020624377,-0.275
30,"RI","Solyc02g091030.4","+",50510585,50511063,"45,42,34","11,1,6","19,32,32","0,0,0",2.83636437087263e-05,-0.195
40,"RI","Solyc02g091030.4","+",50511011,50511325,"91,91,92","0,1,0","48,53,46","6,0,10",2.71974215164662e-05,0.16
60,"RI","Solyc02g091030.4","+",50511011,50511325,"103,110,71","2,5,8","36,64,33","0,0,0",0.000819717201652665,-0.101
80,"RI","Solyc02g091030.4","+",50510585,50511063,"69,70,56","11,10,13","23,24,8","0,1,0",2.40684897681619e-05,-0.23
105,"RI","Solyc02g091030.4","+",50510585,50511063,"29,43,24","9,4,0","17,10,17","0,0,0",0.0001917922581331,-0.166
120,"RI","Solyc02g091030.4","+",50511447,50511749,"42,36,22","6,2,9","5,22,15","1,0,0",0.000554234390829554,-0.151
5,"RI","Solyc02g091560.3","+",50862935,50863337,"107,98,100","32,19,28","137,154,201","16,17,17",0.000951803548367197,-0.166
10,"RI","Solyc02g091560.3","+",50864539,50864982,"55,26,10","0,0,0","29,36,27","3,11,18",1.00587779628439e-07,0.367
25,"RI","Solyc02g091560.3","+",50864563,50864982,"23,28,39","8,15,0","36,30,18","0,0,0",2.35927514096392e-05,-0.304
30,"RI","Solyc02g091560.3","+",50864563,50864982,"35,44,10","7,1,10","86,37,26","0,0,0",1.40051125425877e-05,-0.327
50,"RI","Solyc02g091560.3","+",50866086,50866513,"79,87,141","0,0,0","117,81,104","15,0,16",8.24083824675325e-08,0.122
60,"RI","Solyc02g091560.3","+",50864539,50864982,"33,20,28","17,10,3","48,57,29","0,0,0",6.41212730820074e-10,-0.387
90,"RI","Solyc02g091560.3","+",50862529,50862850,"74,102,100","0,0,2","24,36,60","0,4,10",4.0496433277277e-05,0.107
105,"RI","Solyc02g091560.3","+",50862529,50862850,"13,68,82","0,1,1","59,20,16","8,0,6",0.000227903022065971,0.176
120,"RI","Solyc02g091560.3","+",50861487,50861722,"121,55,78","0,0,0","97,137,111","24,0,15",8.62058664690645e-08,0.155
70,"RI","Solyc02g092150.3","+",51375484,51375826,"0,4,1","42,38,36","19,13,11","52,39,39",7.30501076562376e-07,-0.119
90,"RI","Solyc02g092150.3","+",51375484,51375826,"4,10,10","71,71,83","13,17,24","42,41,46",6.40368650145974e-06,-0.121
105,"RI","Solyc02g092150.3","+",51375484,51375826,"2,1,9","50,67,57","20,21,24","62,41,46",5.71535829090866e-09,-0.15
15,"RI","Solyc02g092660.3","+",51724803,51725168,"11,9,6","10,16,14","1,0,0","12,13,8",3.69147439491359e-06,0.285
20,"RI","Solyc02g092660.3","+",51724803,51725168,"2,6,10","6,21,10","0,0,0","7,18,15",6.84828936410254e-06,0.244
30,"RI","Solyc02g092660.3","+",51724803,51725168,"6,2,6","15,3,14","0,1,0","19,12,9",7.42225049061883e-05,0.226
40,"RI","Solyc02g092660.3","+",51724803,51725168,"7,0,10","25,13,13","0,0,0","15,6,16",0.000208575274049817,0.163
70,"RI","Solyc02g092660.3","+",51724803,51725168,"3,6,6","28,20,13","0,1,0","11,18,5",0.000774469648234435,0.142
105,"RI","Solyc02g092660.3","+",51724803,51725168,"9,2,4","4,13,18","1,0,0","13,5,6",0.000601106912133943,0.255
105,"RI","Solyc02g093080.3","-",52070852,52071345,"24,6,8","0,0,1","14,16,7","9,3,1",7.97586014530609e-05,0.286
120,"RI","Solyc02g093080.3","-",52073735,52074063,"13,12,3","0,9,22","0,0,3","19,15,5",0.000883266282212326,0.413
15,"RI","Solyc02g093700.3","+",52504260,52504654,"42,48,48","1,0,0","37,48,41","3,12,0",0.000695645302930339,0.143
60,"RI","Solyc02g093700.3","+",52505370,52505646,"0,1,0","13,21,18","4,13,9","37,33,35",7.77104047072665e-05,-0.119
70,"RI","Solyc02g093700.3","+",52504601,52505025,"0,0,0","27,54,28","4,11,2","29,25,20",5.09009015948154e-06,-0.12
20,"RI","Solyc02g093940.3","-",52718433,52718820,"26,22,43","105,102,106","57,70,72","94,130,87",0.000173277718825855,-0.126
25,"RI","Solyc02g093940.3","-",52718429,52718798,"39,31,43","150,100,120","53,74,55","86,92,110",0.000717982469913028,-0.113
30,"RI","Solyc02g093940.3","-",52718433,52718820,"42,34,38","110,107,103","64,62,79","90,102,72",0.000547087637327098,-0.138
40,"RI","Solyc02g093940.3","-",52718429,52718798,"48,29,33","120,114,110","76,72,75","70,78,106",1.30549468844391e-07,-0.181
50,"RI","Solyc02g093940.3","-",52718429,52718798,"39,55,28","145,131,155","76,61,66","110,78,87",3.47279659859904e-07,-0.153
70,"RI","Solyc02g093940.3","-",52718433,52718820,"41,43,31","110,111,107","81,68,79","87,85,99",1.35088399382983e-06,-0.154
90,"RI","Solyc02g093940.3","-",52718433,52718820,"49,63,62","111,197,130","69,77,119","74,66,87",2.67618523742555e-10,-0.201
105,"RI","Solyc02g093940.3","-",52718429,52718798,"55,35,49","108,123,113","115,71,89","126,92,67",6.75606479938701e-06,-0.168
20,"RI","Solyc02g094120.3","-",52850209,52850470,"51,100,69","2,2,2","55,57,70","8,10,8",0.000615097949297161,0.163
80,"RI","Solyc02g094120.3","-",52849930,52850324,"16,13,14","0,10,5","6,8,11","0,0,0",3.28025546511882e-05,-0.341
90,"RI","Solyc02g094120.3","-",52850056,52850250,"2,12,2","1,8,6","10,2,10","0,0,2",9.99309028504619e-05,-0.507
105,"RI","Solyc02g094120.3","-",52850056,52850294,"0,6,1","4,0,5","4,20,7","0,0,1",8.70463087550463e-05,-0.569
30,"RI","Solyc02g094150.4","+",52870111,52870440,"43,44,42","89,83,88","129,138,113","73,112,93",4.25024448921202e-08,-0.21
60,"RI","Solyc02g094150.4","+",52870111,52870440,"85,89,61","88,159,87","153,167,122","97,126,85",0.00010728301569601,-0.151
70,"RI","Solyc02g094150.4","+",52870111,52870440,"54,50,46","106,113,73","94,114,131","76,81,80",1.40953795583754e-09,-0.207
80,"RI","Solyc02g094150.4","+",52870111,52870440,"69,48,42","99,98,127","99,103,110","66,66,74",7.26363596833648e-10,-0.232
90,"RI","Solyc02g094150.4","+",52870111,52870440,"50,69,60","108,131,138","126,143,129","99,109,110",3.13497803013172e-10,-0.193
10,"RI","Solyc02g094640.4","+",53334225,53334592,"5,8,4","3,4,1","1,5,6","0,0,0",1.06698947990045e-05,-0.435
10,"RI","Solyc02g094640.4","+",53327923,53328221,"27,28,36","0,1,0","20,14,9","7,4,0",0.000492286204081863,0.202
15,"RI","Solyc02g094640.4","+",53318211,53318571,"25,37,39","0,0,1","25,21,26","4,4,2",0.000547870568909243,0.201
50,"RI","Solyc03g005080.4","-",69075,69427,"67,104,113","113,134,121","51,30,45","154,88,123",1.36191331810349e-05,0.128
70,"RI","Solyc03g005080.4","-",71986,72309,"16,30,16","0,5,4","13,36,12","0,0,0",0.00036483111298528,-0.165
90,"RI","Solyc03g005080.4","-",69075,69427,"79,120,93","144,174,116","20,35,32","99,110,111",2.73827127509708e-07,0.134
90,"RI","Solyc03g005080.4","-",71763,72072,"67,65,52","137,189,122","35,18,25","188,178,174",6.51287000625707e-09,0.106
105,"RI","Solyc03g005080.4","-",71763,72072,"50,44,57","108,93,130","25,14,26","148,123,116",5.61727851985853e-07,0.109
120,"RI","Solyc03g005080.4","-",69075,69427,"88,64,78","119,107,106","20,27,49","90,128,81",0.000560799432501007,0.114
120,"RI","Solyc03g005080.4","-",71763,72072,"44,39,35","95,94,104","15,21,29","130,155,173",4.32006101946293e-07,0.103
80,"RI","Solyc03g005280.4","-",173347,173642,"10,12,8","0,0,0","10,5,7","1,4,5",2.5195950369911e-06,0.42
90,"RI","Solyc03g005280.4","-",173347,173642,"17,23,28","0,0,0","14,9,3","7,13,2",6.77315336661037e-12,0.563
5,"RI","Solyc03g006610.3","+",1229833,1230318,"15,17,5","12,5,1","6,13,5","0,0,1",0.000409420236288203,-0.301
20,"RI","Solyc03g006610.3","+",1229833,1230318,"2,18,13","0,1,0","13,12,10","2,6,6",9.960803822816e-05,0.359
40,"RI","Solyc03g006610.3","+",1229833,1230318,"1,2,0","93,91,105","14,17,25","93,80,106",9.21680913408974e-12,-0.108
50,"RI","Solyc03g006610.3","+",1229511,1229907,"5,0,3","2,3,1","8,4,10","0,0,0",3.17900186517312e-05,-0.615
70,"RI","Solyc03g006610.3","+",1229841,1230318,"0,6,1","59,56,84","23,19,26","70,97,74",1.7220923089124e-09,-0.135
80,"RI","Solyc03g006610.3","+",1229833,1230318,"6,8,5","3,6,4","20,14,8","0,0,3",0.000723449020107666,-0.399
120,"RI","Solyc03g006610.3","+",1229833,1230318,"0,0,3","99,70,75","12,13,25","86,89,81",1.92241215887508e-10,-0.105
30,"RI","Solyc03g007270.3","+",1864191,1864476,"6,15,14","0,0,2","1,5,10","9,14,16",1.01816177711159e-10,0.773
40,"RI","Solyc03g007270.3","+",1864191,1864476,"7,19,19","4,16,0","0,0,4","25,17,23",7.79197840865673e-08,0.598
60,"RI","Solyc03g007270.3","+",1864191,1864476,"22,15,10","8,18,13","2,2,0","14,10,13",1.2137886517366e-05,0.346
80,"RI","Solyc03g007270.3","+",1864191,1864476,"12,6,9","6,0,0","3,0,1","7,30,24",3.60965131793053e-10,0.77
90,"RI","Solyc03g007270.3","+",1864191,1864476,"5,18,20","5,0,5","3,3,0","35,27,36",9.00374792490891e-10,0.646
120,"RI","Solyc03g007270.3","+",1864191,1864476,"4,13,10","1,0,1","4,0,0","10,13,18",1.66068709171814e-14,0.784
10,"RI","Solyc03g026210.4","-",3595996,3596250,"68,89,84","7,18,7","123,96,90","3,2,2",0.000137852592095459,-0.132
80,"RI","Solyc03g026210.4","-",3595996,3596250,"58,74,65","12,3,19","97,97,71","1,3,4",0.000264910318809376,-0.159
90,"RI","Solyc03g026210.4","-",3595996,3596250,"72,100,79","16,14,0","112,92,121","3,0,2",4.37709236526248e-05,-0.125
105,"RI","Solyc03g026300.4","-",3720697,3721169,"11,7,6","11,10,5","9,1,6","44,34,26",0.00013035233058578,0.288
120,"RI","Solyc03g026300.4","-",3720776,3721169,"19,14,12","11,13,24","1,5,1","25,32,61",5.71757183822528e-10,0.347
80,"RI","Solyc03g031680.3","+",4057184,4057525,"5,9,9","124,86,108","30,10,18","48,54,92",2.42207218997061e-05,-0.107
90,"RI","Solyc03g031680.3","+",4057184,4057525,"13,14,9","130,185,97","23,28,31","101,51,76",2.33595092720899e-08,-0.128
105,"RI","Solyc03g031680.3","+",4057184,4057525,"3,5,5","102,96,112","28,30,19","82,72,61",1.07461506700193e-13,-0.14
120,"RI","Solyc03g031680.3","+",4057184,4057525,"5,5,2","137,101,114","19,36,35","105,81,53",8.50113630288114e-15,-0.165
20,"RI","Solyc03g033360.3","+",4797939,4798371,"27,33,17","69,70,63","5,2,9","45,64,51",3.89366733804292e-05,0.108
25,"RI","Solyc03g033360.3","+",4797174,4797654,"22,29,29","106,62,58","2,5,6","48,63,62",3.06622666409088e-06,0.127
70,"RI","Solyc03g033540.3","-",4948157,4948632,"0,0,0","25,23,14","13,6,7","8,11,9",9.65348012258461e-11,-0.354
80,"RI","Solyc03g033540.3","-",4948157,4948632,"0,1,3","15,7,15","1,8,11","3,7,8",0.000304646631119874,-0.28
90,"RI","Solyc03g033540.3","-",4945765,4946083,"3,7,0","280,450,276","38,68,60","250,215,239",0,-0.121
105,"RI","Solyc03g033540.3","-",4948157,4948632,"2,1,1","9,12,7","48,20,31","6,9,1",1.21716589283906e-11,-0.702
105,"RI","Solyc03g033540.3","-",4948157,4948632,"8,6,6","201,202,134","66,41,47","240,185,181",0,-0.101
120,"RI","Solyc03g033540.3","-",4948157,4948632,"0,2,1","14,7,6","33,17,15","16,2,7",3.19328458656335e-09,-0.572
40,"RI","Solyc03g044430.3","+",8505240,8505701,"10,3,10","26,11,18","0,0,0","18,17,25",5.31621814064274e-07,0.166
50,"RI","Solyc03g044430.3","+",8505227,8505701,"11,7,3","16,28,45","0,0,3","32,21,33",0.00055322899214162,0.119
80,"RI","Solyc03g044430.3","+",8501119,8501442,"17,9,6","40,17,30","2,0,1","19,28,12",4.30352319625171e-05,0.133
105,"RI","Solyc03g044430.3","+",8501119,8501588,"0,0,0","32,39,39","2,4,9","20,10,15",8.4790076678169e-07,-0.18
30,"RI","Solyc03g059260.4","-",24187376,24187784,"35,43,31","8,17,10","37,43,58","6,1,0",0.000167439430172866,-0.271
70,"RI","Solyc03g059260.4","-",24187376,24187784,"37,30,17","6,15,12","45,51,52","1,0,3",2.40464238652934e-07,-0.376
70,"RI","Solyc03g059260.4","-",24187611,24187905,"1,8,19","595,467,481","67,72,106","290,231,279",0,-0.148
70,"RI","Solyc03g059260.4","-",24190024,24190435,"83,39,61","408,352,364","80,71,109","167,175,163",1.39646419900739e-14,-0.131
70,"RI","Solyc03g059260.4","-",24187376,24187784,"70,61,33","751,549,635","118,109,128","343,326,429",0,-0.106
80,"RI","Solyc03g059260.4","-",24187376,24187784,"45,24,48","15,4,5","46,64,47","3,0,0",6.55545161527761e-06,-0.221
80,"RI","Solyc03g059260.4","-",24187611,24187905,"10,2,19","564,518,582","61,50,48","216,266,193",0,-0.119
